card_type,character,event,card_name,card_image,weapon_type,weapon_image,rarity,stat1_hp,stat1_sp,stat1_atk,stat1_def,stat50_hp,stat50_sp,stat50_atk,stat50_def,stat70_hp,stat70_sp,stat70_atk,stat70_def,skill_name,skill_sp,skill_combo,skill_hit,skill_damage,skill_range,skill_effect,skill_comment,skill_preview,charge_name,charge_hit,charge_damage,charge_range,charge_comment,nakayoshi_name,nakayoshi_target_noevol,nakayoshi_effect_noevol,nakayoshi_target_evol,nakayoshi_effect_evol
0,1,メリークリスマス！,【メリークリスマス！】みき,hoshimori/static/uploaded/c/art/1223miki.jpg,3,https://cdn.wiki.dengekionline.com/theme/dengekionline/battlegirl/images/icon/gun.png,3,1214,582,958,937,2312,1266,2097,2050,2601,1446,2396,2341,オールミラージュ,250,14,5,約9倍×5,起点を中心に周囲5カ所に範囲中,武器相性無視,"周囲の敵を多段攻撃
武器相性無視
クリスマスの妖精たちが、敵を夢の彼方へ連れていく",hoshimori/static/uploaded/c/skill/miki_XmasEve.gif,,,,,,ほら、集まって！,みんな,SPダメージ無効、獲得コインUP（小）,みんな,SPダメージ無効、獲得コインUP
0,1,大晦日,【大晦日】みき,hoshimori/static/uploaded/c/art/1231miki1.jpg,4,https://cdn.wiki.dengekionline.com/theme/dengekionline/battlegirl/images/icon/rod.png,3,1586,600,980,640,2848,1313,2145,1400,3195,1500,2450,1600,演舞の独楽,227,13,2,"秘密のレッスンクリア前
：約4.5倍＋約21倍
秘密のレッスンクリア後
：約4.5倍＋約24.7倍",全方位・範囲中×2,武器相性無視／遠距離攻撃無効＆与ダメ50％UP（10秒）,"与ダメ大幅UP＆遠距離無効（短）＋攻撃
武器相性無視
コマを使った演舞で、敵をも楽しませる",hoshimori/static/uploaded/c/skill/miki_furisode.gif,,,,,,帯をぎゅうっと,1年生,消費SPdown、与ダメージUP（大）,1年生,消費Spdown（大）、与ダメージUP（超）
0,1,クリスマス’15,【クリスマス’15】みき,hoshimori/static/uploaded/c/art/1130miki.jpg,2,https://cdn.wiki.dengekionline.com/theme/dengekionline/battlegirl/images/icon/hummer.png,3,1820,380,900,869,3467,830,1969,1900,3900,948,2250,2171,君に届け（ハート）みきサンタ,163,13,1,"秘密のレッスンクリア前
：約18倍（赤）or約19倍（黒）or約20倍（緑）
秘密のレッスンクリア後
：約20.7倍（赤）or約22.3倍（黒）or約23.2倍（緑）",前方・範囲中,武器相性無視／パーティ全員、HP30％回復（赤）or与ダメージ25％アップ（10秒、黒）or被ダメージ50％ダウン（10秒、緑）,"ランダムな内容の前方攻撃
武器相性無視
箱の中から、かわいいサンタたちが夢を振りまく",hoshimori/static/uploaded/c/skill/miki_Xmas.gif,,,,,,幸せを届けます,ハンマーとソード,SPダメージ無効、SP12％UP,ハンマーとソード,SPダメージ無効、SP16％UP
0,1,元旦,【元旦】みき,hoshimori/static/uploaded/c/art/1231miki2.jpg,0,https://cdn.wiki.dengekionline.com/theme/dengekionline/battlegirl/images/icon/sword.png,3,1416,395,936,1200,2697,865,2048,2625,3034,988,2340,3000,演舞の独楽,227,13,2,"秘密のレッスンクリア前
：約4.5倍＋約21倍
秘密のレッスンクリア後
：約4.5倍＋約24.7倍",全方位・範囲中×2,武器相性無視／遠距離攻撃無効＆与ダメ50％UP（10秒）,"与ダメ大幅UP＆遠距離無効（短）＋攻撃
武器相性無視
コマを使った演舞で、敵をも楽しませる",hoshimori/static/uploaded/c/skill/miki_furisode.gif,,,,,,初詣にて,1年生,スキルコンボ数−1、消費SPdown,みんな,スキルコンボ数−1、消費Spdown（大）
0,1,バレンタイン’16,【バレンタイン’16】みき,hoshimori/static/uploaded/c/art/0131miki.jpg,2,https://cdn.wiki.dengekionline.com/theme/dengekionline/battlegirl/images/icon/hummer.png,3,1633,396,980,1007,3111,866,2144,2202,3500,990,2450,2517,メルティモーション,180,13,1,"秘密のレッスンクリア前
：約25.3倍
 
秘密のレッスンクリア後
：約29.2倍",全方位・範囲中,,"周囲の敵を攻撃
誰かを想う乙女心は、どんな気持ちよりも強い",hoshimori/static/uploaded/c/skill/miki_Valentine.gif,,,,,,とろける想い,ハンマーとソード,回避数＋2、移動性能UP,みんな,回避数＋2、移動性能UP（大）
0,1,Tiara,【Tiara】みき,hoshimori/static/uploaded/c/art/20160315miki.jpg,1,https://cdn.wiki.dengekionline.com/theme/dengekionline/battlegirl/images/icon/spear.png,3,1976,406,914,799,3772,875,2000,1748,4245,1000,2285,1999,ディライト・ドリーム,251,13,1,"秘密のレッスンクリア前
：約16倍
 
秘密のレッスンクリア後
：約18倍",全方位・範囲中,"武器相性無視
1〜25コンボ：15秒間、与ダメ50％アップ
26以降：15秒間、与ダメ50％アップ＋雷付加","周囲攻撃＋コンボ数に応じた効果（2種）
武器相性無視
目を奪われるほどに美しい花びらが華麗に舞い散る",hoshimori/static/uploaded/c/skill/miki_Tiara.gif,,,,,,大樹を見上げて,みんな,15コンボ以降、コンボダメージ（大）、消費Spdown,みんな,10コンボ以降、コンボダメージ（大）、消費Spdown（大）
0,1,Princess,【Princess】みき,hoshimori/static/uploaded/c/art/20160430miki.jpg,2,https://cdn.wiki.dengekionline.com/theme/dengekionline/battlegirl/images/icon/hummer.png,3,1913,381,1016,908,3643,833,2223,1985,4100,952,2540,2150,フレッシュ・メロディ,166,13,1,"秘密のレッスンクリア前
：約18倍
 
秘密のレッスンクリア後
：約20.7倍
HPが1あがるにつれ約0.002倍ずつ強化される",全方位・範囲中,武器相性無視,"HPに応じて威力が変化する攻撃
武器相性無視
アイドルに憧れた少女の、この世界へ送る最初の1曲！",hoshimori/static/uploaded/c/skill/miki_Princess.gif,,,,,,3人ならがんばれる！,ハンマーとガン,スキルコンボ数−1、HP7％UP,ハンマーとガン,スキルコンボ数−1、HP13％UP
0,1,Tiara集合,【Tiara集合】みき,hoshimori/static/uploaded/c/art/20160322miki.jpg,4,https://cdn.wiki.dengekionline.com/theme/dengekionline/battlegirl/images/icon/rod.png,3,1640,660,1022,600,2946,1444,2236,1313,3304,1650,2555,1500,ドリーミングジュエル,361,14,6,約3倍×5+約14倍,自分を中心に周囲4カ所に全方位・範囲中⇒全方位・範囲中⇒全方位・範囲中,武器相性無視／パーティ全員のHP100％回復＆20秒間、状態異常無効,"周囲多段＋全員HP全回復＆状態異常無効（長）
武器相性無視
少女達の願いは、まばゆい光と強い意志を放つ",hoshimori/static/uploaded/c/skill/miki_idolred.gif,,,,,,願いは叶う！,みんな,スキルコンボ−1、獲得コインUP（小）,みんな,スキルコンボ−1、獲得コインUP
0,1,入浴,【入浴】みき,hoshimori/static/uploaded/c/art/20160518miki1.jpg,4,https://cdn.wiki.dengekionline.com/theme/dengekionline/battlegirl/images/icon/rod.png,3,1664,680,1040,662,2990,1487,2275,1448,3235,1700,2600,1655,ヘアブラシ・アタック,297,13,1,"秘密のレッスンクリア前
：約24.5倍
 
秘密のレッスンクリア後
：約28倍",ターゲットに向かって移動してから全方位・範囲中,武器相性無視／敵に麻痺の効果（3秒）,"敵を攻撃＋マヒ
武器相性無視
ヘアブラシ1つで敵を打倒する、勇気ある少女……！",hoshimori/static/uploaded/c/skill/miki_nyuyoku.gif,,,,,,芯まで温まりますー！,みんな,スキルコンボ数−1、コンボダメージUP（小）,みんな,スキルコンボ数−1、コンボダメージUP（大）
0,1,星衣フローラ,【星衣フローラ】みき,hoshimori/static/uploaded/c/art/20160331miki.jpg,0,https://cdn.wiki.dengekionline.com/theme/dengekionline/battlegirl/images/icon/sword.png,3,1468,480,979,1180,2797,1049,2142,2581,3146,1200,2448,2950,クラリティ・フォース,240,13,5,"秘密のレッスンクリア前
：約4.8倍×5
 
秘密のレッスンクリア後
：約5.5倍×5",ターゲットに接近してから全方位・範囲中×5,武器相性無視／10秒間、得意or苦手発動時与ダメージ2倍,"移動して敵を5回攻撃＋相性UP（短）
武器相性無視
清浄なる剣から連続して放たれる剣閃が敵を討つ",hoshimori/static/uploaded/c/skill/miki_flora.gif,,,,,,平和を守るために,みんな,操作キャラHP50％以上で、与ダメUP、消費SPdown,みんな,操作キャラHP50％以上で、与ダメUP（大）、消費SPdown（大）
0,1,ウェディング,【ウェディング】みき,hoshimori/static/uploaded/c/art/20160531miki.jpg,2,https://cdn.wiki.dengekionline.com/theme/dengekionline/battlegirl/images/icon/hummer.png,3,1819,396,1020,1014,3465,866,2232,2217,3899,990,2550,2400,リングオブプロミス,198,13,2,"秘密のレッスンクリア前
：約15.5倍×2
 
秘密のレッスンクリア後
：約17.7倍×2",全方位・範囲中×2,"武器相性無視無視
嵐付与（タップのたびに全方位・小範囲に武器相性無視の攻撃が1ヒット）
1段階：約0.5倍、2段階：約1倍、3段階：約1.5倍","2回攻撃＋嵐付加（最大3段階）
武器相性無視
永遠の愛の誓いを、この輝く指輪にこめて……
※嵐は周囲の敵を攻撃し、敵の攻撃に当たるまで続く。嵐付加中は、使う毎に1段階強くなる",hoshimori/static/uploaded/c/skill/miki_wedding.gif,,,,,,薬指に永遠の誓いを,みんな,15コンボ以降、攻撃力6％UP、消費SPdown,みんな,10コンボ以降、攻撃力6％UP、消費Spdown（大）
0,1,バニー,【バニー】みき,hoshimori/static/uploaded/c/art/20160831miki.jpg,0,https://cdn.wiki.dengekionline.com/theme/dengekionline/battlegirl/images/icon/sword.png,3,1584,442,1020,1137,3016,966,2230,2487,3393,1105,2549,2940,デスティニードロー,184,13,3,"秘密のレッスンクリア前
：約9倍×2＋約10倍
 
秘密のレッスンクリア後
：約9倍×2＋約14.2倍",ターゲットを中心に、全方位・範囲中×3,苦手無視,"3回攻撃
苦手無視
舞い散るトランプから、運命の1枚を射抜く！",hoshimori/static/uploaded/c/skill/miki_bunny.gif,,,,,,うまくいきますよ！,みんな,残り時間60秒以下でコンボダメージUP（大）、HP10％UP,みんな,残り時間75秒以下でコンボダメージUP（超）、HP10％UP
0,1,パティシエ修行中,【パティシエ修行中】みき,hoshimori/static/uploaded/c/art/20160929miki.jpg,0,https://cdn.wiki.dengekionline.com/theme/dengekionline/battlegirl/images/icon/sword.png,3,1399,467,960,1004,2670,1006,2102,2195,3005,1150,2400,2510,メガスキルバースト,172,10,,,自分,15秒間、スキルダメージ150％アップ,"スキル大幅強化
私、ケーキを作るのがこんなに上手になりましたよ！",hoshimori/static/uploaded/c/skill/miki_syugyotyu.gif,,,,,,ケーキを召し上がれ♪,みんな,スキルコンボ数−1,みんな,スキルコンボ数−1、SP9％UP
0,1,湯上がり,【湯上がり】みき,hoshimori/static/uploaded/c/art/20160518miki2.jpg,3,https://cdn.wiki.dengekionline.com/theme/dengekionline/battlegirl/images/icon/gun.png,3,1400,579,1100,915,2666,1261,2407,2000,3000,1440,2750,2285,ヘアブラシ・コライド,252,13,3,"秘密のレッスンクリア前
：約13.4倍×3
 
秘密のレッスンクリア後
：約15倍×3",ターゲットに向かって移動してから全方位・範囲中×3,武器相性無視／与ダメージ25％ダウン（秘密のレッスン前：10秒間、秘密のレッスン後：5秒間）,"3回攻撃ただし、与ダメージdown（短）
武器相性無視
少女は思った。一撃でダメなら、何回も叩けばいいと",hoshimori/static/uploaded/c/skill/miki_yuagari.gif,,,,,,美肌になれるかな,みき,残り時間90秒以下で攻撃力10％down,みき,残り時間60秒以下で攻撃力10％down
0,1,星守メイド’16,【星守メイド’16】みき,hoshimori/static/uploaded/c/art/20161115miki.jpg,5,https://cdn.wiki.dengekionline.com/theme/dengekionline/battlegirl/images/icon/bladecanon.png,3,1485,479,1016,1119,2830,1047,2224,2448,3183,1197,2540,2797,和菓子ティータイム,199,13,4,"秘密のレッスンクリア前
：約8倍×4
 
秘密のレッスンクリア後
：約9.2倍×4",全方位・範囲中×4,武器相性無視,"4回攻撃
武器相性無視
フルーツ大福で和風なティータイムをご一緒しましょ♪",hoshimori/static/uploaded/c/skill/miki_maid16.gif,,,,,,食べさせてあげます！,みんな,攻撃力4％UP、スキルコンボ数−1,みんな,攻撃力6％UP、スキルコンボ数−1
0,1,キッチン,【キッチン】みき,hoshimori/static/uploaded/c/art/20170228miki.jpg,6,https://cdn.wiki.dengekionline.com/theme/dengekionline/battlegirl/images/icon/twinbullet.png,3,1216,641,1015,851,2317,1396,2220,1861,2440,1770,2538,2270,ピタパットクッキング,320,13,1,"秘密のレッスンクリア前
：約25.7倍
 
秘密のレッスンクリア後
：約29倍",全方位・範囲大,"武器相性無視
敵に劇毒の効果
低確率で15秒間、与ダメ75％UP＆敵の被ダメ75％down","攻撃＋極稀劇毒＋低確率で特殊状態
武器相性無視
みきの気まぐれオムライス、どうぞ召し上がれ♪
※低確率で与ダメ＆敵の被ダメ超UP",hoshimori/static/uploaded/c/skill/miki_apron.gif,,,,,,一味も二味も違うよ！,みんな,攻撃力4％UP、ガード貫通,みんな,攻撃力6％UP、ガード貫通
0,1,添い寝,【添い寝】みき,hoshimori/static/uploaded/c/art/20161005miki.jpg,6,https://cdn.wiki.dengekionline.com/theme/dengekionline/battlegirl/images/icon/twinbullet.png,3,1304,562,1004,714,2483,1223,2196,1562,2615,1550,2510,1904,コールインレインボー,281,13,4,"秘密のレッスンクリア前
：約2.2倍×3＋約23.6倍
 
秘密のレッスンクリア後
：約2.2倍×3＋約28.9倍",ターゲットを中心に、全範囲・範囲小×3⇒ターゲットを中心に、全方位・範囲大,武器相性無視,"4回攻撃
武器相性無視
寝てるときに、とってもステキなことが起きていたりして",hoshimori/static/uploaded/c/skill/miki_soine.gif,,,,,,い、今起きますから！,みんな,10コンボ以降、消費SPdown（大）、被ダメdown,みんな,5コンボ以降、消費SPdown（超）、被ダメdown
0,1,冬デート,【冬デート】みき,hoshimori/static/uploaded/c/art/20161130miki.jpg,3,https://cdn.wiki.dengekionline.com/theme/dengekionline/battlegirl/images/icon/gun.png,3,1539,577,1030,1017,2931,1257,2254,2227,3298,1434,2575,2543,ルミナスファンタジー,288,13,1,"秘密のレッスンクリア前
：約18倍
 
秘密のレッスンクリア後
：約20.7倍",全方位・範囲大,武器相性無視／15秒間、パーティ全員に得意or苦手発動時与ダメージ2倍付与,"味方全員の相性UP＋攻撃
武器相性無視
この風景を一緒に見ることができて、私、うれしいです",hoshimori/static/uploaded/c/skill/miki_winterdate.gif,,,,,,たくさんの光の中で,ガンとブレイドカノンとツインバレット,10コンボ以降、攻撃力6％UP、SP12％UP,ガンとブレイドカノンとツインバレット,5コンボ以降、攻撃力7％UP、SP12％UP
0,1,星守メイド,【星守メイド】みき（メモリーズ復刻）,hoshimori/static/uploaded/c/art/20170523miki.jpg,1,https://cdn.wiki.dengekionline.com/theme/dengekionline/battlegirl/images/icon/spear.png,3,1946,490,1051,771,3714,1059,2298,1686,4179,1209,2625,1926,フォーリンデザート,175,13,1,約25倍,ターゲットを中心に、全方位・範囲中,武器相性無視／敵に毒の効果,"敵を中心に攻撃＋毒
武器相性無視
想いのつまったケーキはいつもより大きく見える",hoshimori/static/uploaded/c/skill/miki_hoshimorimaid.gif,,,,,,召し上がれっ！,1年生,攻撃力4％UP、コンボダメUP（小）,1年生,攻撃力5％UP、コンボダメUP
0,1,バースデー’17,【バースデー’17】みき,hoshimori/static/uploaded/c/art/20170315miki.jpg,0,https://cdn.wiki.dengekionline.com/theme/dengekionline/battlegirl/images/icon/sword.png,3,1552,530,1028,1144,2957,1158,2248,2502,3327,1325,2570,2840,メラリーアドバンス,252,10,5,"秘密のレッスンクリア前
：約10倍×4＋約21倍
 
秘密のレッスンクリア後
：約10倍×4＋約27倍",自身を中心に、周囲4カ所に全方位・範囲中⇒全方位・範囲大,苦手無視,"多段攻撃
苦手無視
みんなと一緒にいると、いつも笑顔になっちゃうんだ！",hoshimori/static/uploaded/c/skill/miki_birthday17.gif,,,,,,最高の笑顔で,みんな,獲得絆ptUP（小）、宝箱獲得素材数UP,みんな,獲得絆ptUP、宝箱獲得素材数UP
0,1,水着’16,【水着’16】みき,hoshimori/static/uploaded/c/art/20160630miki.jpg,1,https://cdn.wiki.dengekionline.com/theme/dengekionline/battlegirl/images/icon/spear.png,3,2102,507,1040,620,4011,1094,2276,1356,4514,1250,2600,1550,アクア・スプラッシュ,218,7,2,"秘密のレッスンクリア前
：約12倍×2
 
秘密のレッスンクリア後
：約13.8倍×2",全方位・範囲小,武器相性無視／15秒間、スキルダメージ100％アップ,"スキル強化＋2回攻撃
武器相性無視
水の激流が敵を巻き込む！　飛び出す浮き輪はご愛嬌",hoshimori/static/uploaded/c/skill/miki_mizugi16.gif,,,,,,しーー……ですよ,1年生,攻撃力5％UP、SPダメージ無効,1年生と3年生,攻撃力6％UP、SPダメージ無効
0,1,2ndメモリアル,【2ndメモリアル】みき,hoshimori/static/uploaded/c/art/20170404miki.jpg,4,https://cdn.wiki.dengekionline.com/theme/dengekionline/battlegirl/images/icon/rod.png,3,1994,724,1082,715,3583,1585,2367,1566,3876,1812,2705,1790,ハイブイ・スマイル,329,13,1,"秘密のレッスンクリア前
：約37.4倍
 
秘密のレッスンクリア後
：約43倍",全方位・範囲中,"武器相性無視／15秒間、SP回復エリア設置
SPは秒間2％回復","攻撃＋SP回復エリア設置
武器相性無視
レッツゴー！　まだまだいけちゃいますよっ！",hoshimori/static/uploaded/c/skill/miki_2ndmemorial.gif,,,,,,ゴー！　ファイト！,ロッドとガンとツインバレット,攻撃力5％UP、オートリロード,ロッドとガンとツインバレット,攻撃力7％UP、オートリロード
0,1,ウェディング,【ウェディング】みき（メモリーズ復刻）,hoshimori/static/uploaded/c/art/20170606miki.jpg,2,https://cdn.wiki.dengekionline.com/theme/dengekionline/battlegirl/images/icon/hummer.png,3,1864,405,1046,1039,3551,888,2288,2272,3996,1014,2615,2460,リングオブプロミス,198,13,2,"秘密のレッスンクリア前
：約15.5倍×2
 
秘密のレッスンクリア後
：約17.7倍×2",全方位・範囲中×2,"武器相性無視無視
嵐付与（タップのたびに全方位・小範囲に武器相性無視の攻撃が1ヒット）
1段階：約0.5倍、2段階：約1倍、3段階：約1.5倍","2回攻撃＋嵐付加（最大3段階）
武器相性無視
永遠の愛の誓いを、この輝く指輪にこめて……
※嵐は周囲の敵を攻撃し、敵の攻撃に当たるまで続く。嵐付加中は、使う毎に1段階強くなる",hoshimori/static/uploaded/c/skill/miki_wedding.gif,,,,,,薬指に永遠の誓いを,みんな,15コンボ以降、攻撃力6％UP、消費SPdown,みんな,10コンボ以降、攻撃力6％UP、消費Spdown（大）
0,2,冬制服,【冬制服】昴,hoshimori/static/uploaded/c/art/20011.png,2,https://cdn.wiki.dengekionline.com/theme/dengekionline/battlegirl/images/icon/hummer.png,0,1265,144,499,525,1686,216,748,788,,,,,ボルトハンマー,72,8,1,4倍,前方・範囲小,,"前方の敵を攻撃
雷の力を槌に宿らせ、敵に一撃を加える",,,,,,,スポーツ万能,みんな,攻撃力が1％UP！,,
